,id,title_fa,title_en,image_url,brand,category,price,shipment_methods,cpu,ram,gpu,storage,resolution,weight,size,screen_size,included_items,last_comment
52,12498495,لپ تاپ 15.6 اینچی لنوو مدل LOQ 15IRH8-i7 16GB 1SSD RTX4050 - کاستوم شده,Lenovo LOQ 15IRH8-i7 16GB 1SSD RTX4050 15.6 Inch Laptop - Customized,"https://dkstatics-public.digikala.com/digikala-products/951d4b27eec4923631c20acd227679d4a7f6110d_1693033907.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90",لنوو,"[LT,لپ تاپ و الترابوک]",599000000,موجود در انبار فروشنده و دیجی‌کالا,Core i7,16 گیگابایت,NVIDIA,یک ترابایت,1080 × 1920 پیکسل - Full HD,2.4 کیلوگرم,359.6x264.8x25.2 میلی‌متر ,شش گیگابایت ,آداپتور 170 واتی / دفترچه راهنما ,"دوستان من لپتاپمو از تک مشهد گرفتم به همراه کیف و کول پد شد ۴۶ تومن خود لپتاپ ۴۲ تومن بود
 مشخصات لپتاپم: i5 نسل ۱۳ و گرافیک ۶ گیگ ۱ ترابایت حافظه و رم ۱۶"
53,12528073,لپ تاپ 15.6 اینچی لنوو مدل IdeaPad Slim 3 15IRU8-i3 8GB 1SSD - کاستوم شده,Lenovo IdeaPad Slim 3 15IRU8-i3 8GB 1SSD 15.6 Inch Laptop - Customized,"https://dkstatics-public.digikala.com/digikala-products/41d43012149f70c0f9bc1f3d9619b6746cc29674_1693306687.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90",لنوو,"[LT,لپ تاپ و الترابوک]",194000000,موجود در انبار دیجی‌کالا,Core i3,هشت گیگابایت,Intel,یک ترابایت,1080 × 1920 پیکسل - Full HD,1.62 کیلوگرم,359x235x18 میلی‌متر ,15.6 اینچ ,"آداپتور برق / 
دفترچه راهنما ",دوسش داشتم بسیار خوب و عالی
54,7232534,لپ تاپ 15.6 اینچی ای دیتا ایکس پی جی مدل XENIA Xe i5,Adata XPG XENIA Xe i5 15.6 Inch Laptop,"https://dkstatics-public.digikala.com/digikala-products/85dd19c5f18835bd5bd5eca95d3984a80d7a68ac_1671467397.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90",ای دیتا ایکس پی جی,"[LT,لپ تاپ و الترابوک]",385000000,موجود در انبار فروشنده,Core i5,8 گیگابایت,Intel,یک ترابایت,1080 × 1920 پیکسل - Full HD,1.65 کیلوگرم,230x355x14.9 میلی متر ,15.6 اینچ ,کابل برق و شارژر ,الان یک ماهه خریدم راضی ام مخصوصا از باتری
55,11675167,لپ تاپ 15.6 اینچی ایسوس مدل Creator Q Q540VJ-I93050-i9 13900H 16GB 1SSD RTX3050,Asus Creator Q Q540VJ-I93050-i9 13900H 16GB 1SSD RTX3050 15.6 Inch Laptop,"https://dkstatics-public.digikala.com/digikala-products/48790afc9fd3a8011fd364c07b688b2b5b36460f_1704124582.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90",ایسوس,"[LT,لپ تاپ و الترابوک]",670000000,موجود در انبار فروشنده,Core i9,16 گیگابایت,NVIDIA,یک ترابایت,پیکسل 2880x1620,1.8 کیلوگرم,20x235.2x356.3 میلی‌متر ,شش گیگابایت ,شارژر / دفترچه راهنما ,این لپ تاپ خیلی خوب هستش و بخریدش به میل خودتون ولی این لپ تاپ عالللللیــــــــــــــــــــــ هستشـ
56,11766741,لپ تاپ 15.6 اینچی لنوو مدل ThinkBook 15 G2 ITL-i5 16GB 1HDD 512SSD MX450 - کاستوم شده,Lenovo ThinkBook 15 G2 ITL-i5 8GB 1HDD 512SSD MX450 15.6 Inch Laptop - Customized,"https://dkstatics-public.digikala.com/digikala-products/1cfd90cf1224a8c6209d5a848375adfada9a4ac2_1687607261.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90",لنوو,"[LT,لپ تاپ و الترابوک]",297500000,موجود در انبار فروشنده و دیجی‌کالا,Core i5,16 گیگابایت,NVIDIA,یک ترابایت و 512 گیگابایت,1080 × 1920 پیکسل - Full HD,1.75 کیلوگرم,357×235×19 میلی‌متر ,نوع حافظه: GDDR6 ,"دفترچه راهنما / شارژر
 ",لپ تاپ خیلی خوبیه ولی مانیتورش نوشته ips هست ولی ips نیست
57,10401935,لپ تاپ 15.6 اینچی ایسوس مدل Vivobook K6500ZC-MA330-i7 12700H 16GB 1SSD RTX3050,Asus Vivobook K6500ZC-MA330-i7 12700H 16GB 1SSD RTX3050 15.6 inch laptop,"https://dkstatics-public.digikala.com/digikala-products/06c47ae0ceadcca36e7c072cd258e5d548ae9cb2_1703584120.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90",ایسوس,"[LT,لپ تاپ و الترابوک]",541990000,موجود در انبار دیجی‌کالا,Core i7,16 گیگابایت,NVIDIA,یک ترابایت,پیکسل 2880x1620,1.8 کیلوگرم,18.9×234.3×359.8 میلی‌متر ,15.6 اینچ ,"دفترچه راهنما /
شارژر /
کابل شارژر ",بسیار با کیفیت
58,7572093,لپ تاپ 15.6 اینچی لنوو مدل ThinkBook 15 G2 ITL-i3 4GB 256SSD,Lenovo ThinkBook 15 G2 ITL-i3 4GB 256SSD 15.6 inch Laptop,"https://dkstatics-public.digikala.com/digikala-products/77172136206acd7a85d370597e34f80c6cfec3a0_1669703276.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90",لنوو,"[LT,لپ تاپ و الترابوک]",167980000,موجود در انبار دیجی‌کالا,Core i3,چهار گیگابایت,Intel,256 گیگابایت,1080 × 1920 پیکسل - Full HD,1.7 کیلوگرم,18.9×235×357 ,بدون حافظه‌ی گرافیکی مجزا ,"شارژر /
دفترچه راهنما ",داخل معرفی اجمالی زده کارت گرافیک انویدیا mx450 داره ولی بعد نصب ویندوز و درایورا فهمیدم که نداره و درگیر مرجوع کردن هستم
59,9639824,لپ تاپ 15.6 اینچی اچ‌پی مدل G8-255-R5 8GB 512GB VEGA7,HP G8-255-R5 8GB 512GB VEGA7 15.6 inch laptop,"https://dkstatics-public.digikala.com/digikala-products/f992940acc47f5e90b19423e4398b801bb92d043_1671475371.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90",اچ‌ پی,"[LT,لپ تاپ و الترابوک]",191000000,موجود در انبار فروشنده,Ryzen 5,8 گیگابایت,AMD,512 گیگابایت,1080 × 1920 پیکسل - Full HD,1.74 کیلوگرم,19.9 × 242 × 358 میلی‌متر ,15.6 اینچ ,"دفترچه راهنما, شارژر ",برای کار اداری مناسبه
60,12710367,لپ تاپ 15.6 اینچی لنوو مدل IdeaPad 5-i7 8GB 1HDD 128SSD MX450 ,Lenovo IdeaPad 5-i7 8GB 1HDD 128SSD MX450 15.6 inch Laptop ,"https://dkstatics-public.digikala.com/digikala-products/b38b447bf2f8bf38688fa23c90e277f4ffe0c2cf_1695210091.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90",لنوو,"[LT,لپ تاپ و الترابوک]",299900000,موجود در انبار فروشنده,Core i7,هشت گیگابایت,NVIDIA,یک ترابایت و 128 گیگابایت,Full HD| 1920 x1080,1.66 کیلوگرم,356x233x17 میلی‌متر ,IPS LED-backlit LCD ,"شارژر /
دفترچه راهنما ",دو بار با پشتیبانی مکاتبه و یکبار تماس گرفتم ولی کسی پاسخگو نیست.موس پد کار نمیکنه و درایوها قابل شناسایی نبودن
61,13003042,لپ تاپ 15 اینچی مایکروسافت مدل Surface Laptop 4-i7 8GB 512SSD,Microsoft Surface Laptop 4-i7 8GB 512SSD 15 inch Laptop,"https://dkstatics-public.digikala.com/digikala-products/e03a8fc586bb6ebc37288bca2ec6c6ab06222274_1697449573.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90",مایکروسافت,"[LT,لپ تاپ و الترابوک]",572000000,موجود در انبار فروشنده,Core i7,هشت گیگابایت,Intel,512 گیگابایت,پیکسل 2496x1664,1.542 کیلوگرم,339.5x244x14.69 میلی‌متر ,PixelSense Display ,شارژر / دفترچه راهنما ,"کیفیتش با لنوو و ایسوزو اینا قابل مقایسه نیست .
باتریش یک روز کاری کامل جواب میده 
پیشنهاد میکنم یک موس بلوتوثی هم باش بخرید ."
62,10659786,لپ تاپ 15.6 اینچی ایسوس مدل Vivobook R565JP-EJ437-i7 16GB 1SSD MX330 - کاستوم شده,Asus Vivobook R565JP-EJ437-i7 16GB 1SSD MX330 15.6 Inch Laptop - Customized,"https://dkstatics-public.digikala.com/digikala-products/cf7ccd9d620c9a1404812f8240376d44e8ab8eab_1676201770.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90",ایسوس,"[LT,لپ تاپ و الترابوک]",354990000,موجود در انبار فروشنده,Core i7,16 گیگابایت,NVIDIA,یک ترابایت,1080 × 1920 پیکسل - Full HD,1.8 کیلوگرم,360.2×234.9×19.9 میلی‌متر ,نوع حافظه: GDDR5 / رابط حافظه 64 بیتی ,"دفترچه راهنما / شارژر

 ",توصیه میکنم بخرید
63,10000763,لپ تاپ 15.6 اینچی لنوو مدل IdeaPad 3 15ALC6-R5 12GB 256GB 1T - کاستوم شده,Lenovo IdeaPad 3 15ALC6-R5 12GB 256GB 1T 15.6 Inch Laptop - Customized,"https://dkstatics-public.digikala.com/digikala-products/6fcec8366285b83d0b0d7e91156f663bf24c5836_1669716057.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90",لنوو,"[LT,لپ تاپ و الترابوک]",233000000,موجود در انبار فروشنده و دیجی‌کالا,Ryzen 5,12 گیگابایت,AMD,یک ترابایت و 256 گیگابایت,1080 × 1920 پیکسل - Full HD,1.65 کیلوگرم,19.9×236.5×359.2 میلی‌متر ,بدون حافظه‌ی گرافیکی مجزا ,"دفترچه راهنما, شارژر

 ",صفحه نمایشش خیلی اذیت می کنه باید دقیقاً رو به روت باشه
64,2896732,لپ تاپ 15 اینچی لنوو مدل Ideapad L3 - B,Lenovo ideapad L3 - B - i5 inch laptop,"https://dkstatics-public.digikala.com/digikala-products/6c353817c8cefa0e7f713cce2b5d23de263d1869_1672040070.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90",لنوو,"[LT,لپ تاپ و الترابوک]",233900000,موجود در انبار فروشنده,Core i3,چهار گیگابایت,NVIDIA,یک ترابایت,HD|1366x768,2.2 کیلوگرم,363x254.6x22.9 ,DVD-RW ,"شارژر
دفترچه راهنما ",نسبت به قیمت کمی کیفیت ساختش پایینه درکل بد نبود لنووو برند خوبیه 
65,10065069,لپ تاپ 15.6 اینچی لنوو مدل IdeaPad 3 15IAU7-i3 4GB 256SSD,LENOVO IdeaPad 3 15IAU7-i3 4GB 256SSD 15.6 inch laptop,"https://dkstatics-public.digikala.com/digikala-products/8270072216766162b9c8bc5651607949ad8fcec1_1670236033.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90",لنوو,"[LT,لپ تاپ و الترابوک]",173200000,موجود در انبار فروشنده,Core i3,چهار گیگابایت,Intel,256 گیگابایت,1080 × 1920 پیکسل - Full HD,1.63 کیلوگرم,359.2x236.5x19.9 میلی‌متر ,بدون حافظه‌ی گرافیکی مجزا ," آداپتور (شارژر) به همراه کابل برق و دفترچه راهنما
 ",به نسبت قیمت کیفیت و سرعت خوبی داره، کیفیت صفحه عالی نیست.
66,7474479,لپ تاپ 14 اینچی ایسوس مدل M433UA-EB406,Asus M433UA-EB406 14 inch Laptop,"https://dkstatics-public.digikala.com/digikala-products/ac85c596217308266cc7304b4d521571179db070_1641303785.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90",ایسوس,"[LT,لپ تاپ و الترابوک]",299000000,موجود در انبار فروشنده,Ryzen 5,8 گیگابایت,AMD,یک ترابایت,1080 × 1920 پیکسل - Full HD,1.4 کیلوگرم,324x213x15.9 میلی‌متر ,14 اینچ ,بدون سیستم عامل ,عالی
67,12082829,لپ تاپ 15.6 اینچی ایسوس مدل TUF Gaming FX507ZU4-LP007W - i7 16GB 512SSD RTX4050,Asus TUF Gaming FX507ZU4-LP007W - i7 16GB 512SSD RTX4050 15.6 inch Laptop,"https://dkstatics-public.digikala.com/digikala-products/7e4963577a263de32a3b01f8db4aae9fa224ce95_1689662190.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90",ایسوس,"[LT,لپ تاپ و الترابوک]",597900000,موجود در انبار فروشنده,Core i7,16 گیگابایت,NVIDIA,512 گیگابایت,1080 × 1920 پیکسل - Full HD,2.2 کیلوگرم, 24.9×251×354 میلی‌متر ,15.6 اینچ ,"دفترچه راهنما, شارژر, کابل شارژر ",توی این رنج قیمت با این مشخصات فوق العاده ست.
68,12432815,لپ تاپ 14 اینچی ایسوس مدل ExpertBook B1400CBA-EK0127W-i7 1255U 32GB 256SSD 1HDD,Asus ExpertBook B1400CBA-EK0127W-i7 1255U 32GB 256SSD 1HDD 14 Inch Laptop,"https://dkstatics-public.digikala.com/digikala-products/fcfa0896889e17860235067c4514985be043180d_1692452572.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90",ایسوس,"[LT,لپ تاپ و الترابوک]",460000000,موجود در انبار فروشنده و دیجی‌کالا,Core i7,32 گیگابایت,Intel,یک ترابایت و 256 گیگابایت,1080 × 1920 پیکسل - Full HD,1.4 کیلوگرم,323.4×215.6×19.2 میلی‌متر ,14 اینچ ,"دفترچه راهنما / 
شارژر ",باریک و سبک ولی با مجموعه ای کامل از پورت های ورودی و خروجی 
69,13081574,لپ تاپ 15.6 اینچی ایسوس مدل Vivobook X1504VA-NJ436-i7 8GB 512SSD,Asus Vivobook X1504VA-NJ436-i7 8GB 512SSD 15.6 Inch Laptop,"https://dkstatics-public.digikala.com/digikala-products/0c78c9ebe3195097627ca8eb4c10fdb145a22ba6_1697967901.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90",ایسوس,"[LT,لپ تاپ و الترابوک]",313000000,موجود در انبار دیجی‌کالا,Core i7,هشت گیگابایت,Intel,512 گیگابایت,1080 × 1920 پیکسل - Full HD,1.7 کیلوگرم,359.7x232.5x17.9 میلی‌متر ,بدون حافظه‌ی گرافیکی مجزا ,"دفترچه راهنما / 
شارژر /
آنتی ویروس /
برچسب کیبورد فارسی /
ماوس 
 ",در کل لپتاپ خوبیه
70,10129184,لپ تاپ 15.6 اینچ لنوو مدل Idea Pad 5 15IAL7-i5 16GB 512GB 2GB - کاستوم شده,Lenovo Idea Pad 5 15IAL7-i5 16GB 512GB 2GB 15.6 Inch Laptop - Customized,"https://dkstatics-public.digikala.com/digikala-products/291b396cc82f43e68539f76a853fb5616a1e159b_1670842734.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90",لنوو,"[LT,لپ تاپ و الترابوک]",340000000,موجود در انبار فروشنده,Core i5,16 گیگابایت,NVIDIA,512 گیگابایت,1080 × 1920 پیکسل - Full HD,1.85 کیلوگرم,16.9×233.1×356.6 میلی‌متر ,"نوع حافظه: GDDR6
رابط حافظه‌ی 64 بیتی ","دفترچه راهنما, شارژر

 ",با اینکه قیمتش بالا بود اما به نظرم لب تاپ خوبی به نظر میاد
71,10321562,لپ تاپ 15.6 اینچی لنوو مدل IdeaPad 5 15ITL05-i3 4GB 256SSD MX450,Lenovo IdeaPad 5 15ITL05-i3 4GB 256SSD MX450 15.6 Inch Laptop,"https://dkstatics-public.digikala.com/digikala-products/b879b6583075356e4ec3658aee9b14594dec9eb1_1672579803.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90",لنوو,"[LT,لپ تاپ و الترابوک]",172000000,موجود در انبار فروشنده و دیجی‌کالا,Core i3,چهار گیگابایت,NVIDIA,256 گیگابایت,1080 × 1920 پیکسل - Full HD,1.66 کیلوگرم,17.9×233.1×356.6 میلی‌متر ,دو گیگابایت ,"دفترچه راهنما / 
شارژر

 ","نسبت به قیمتش لپ تاپ خوب و مقرون به صرفه هستش
سرعتشم خوبه 
فقط انتظار بازی سنگین نداشته باشید 
برای نرم افزارهای کاربردی مثل آفیس و… مناسبه "
72,5983694,لپ تاپ 15.6 اینچی لنوو مدل IdeaPad 3-i7 12GB 1HDD 128SSD MX450 - کاستوم شده,Lenovo IdeaPad 3-i7 12GB 1HDD 128SSD MX450 15.6 inch laptop - Customized,"https://dkstatics-public.digikala.com/digikala-products/ce54fa84edfbbbae37d13dc6aeb24796bc53ab0e_1672079676.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90",لنوو,"[LT,لپ تاپ و الترابوک]",315000000,موجود در انبار فروشنده,Core i7,12 گیگابایت,NVIDIA,یک ترابایت و 128 گیگابایت,Full HD| 1920 x1080,1.65 کیلوگرم,359.2×236.5×19.9 میلی‌متر ,دو گیگابایت ,دفترچه راهنما / شارژر ,خوبه کار راه اندازه
73,12534101,لپ تاپ 15.6 اینچی لنوو مدل V15 IGL - N4020 4GB 256SSD,Lenovo V15 IGL - N4020 4GB 256SSD 15.6 inch Laptop ,"https://dkstatics-public.digikala.com/digikala-products/4c0ad8206701dbb56f2e6cc8a15db3a9ce7befec_1693380644.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90",لنوو,"[LT,لپ تاپ و الترابوک]",101900000,موجود در انبار فروشنده,Celeron,چهار گیگابایت,Intel,256 گیگابایت,HD|1366x768,1.85 کیلوگرم,362.2x251.5x19.9 ,HD|1366x768 ,دفترچه راهنما ، شارژر ,درایوراش برا 8.1 نبود 10 نصب کردم بد نیس
74,12162625,لپ تاپ 16 اینچی لنوو مدل Legion Pro 5 16IRX8 i7 16GB 1SSD RTX4060 ,Lenovo Legion Pro 5 16IRX8 i7 16GB 1SSD RTX4060 16 inch Laptop,"https://dkstatics-public.digikala.com/digikala-products/0d33cd6a261cb4da7ca5f62a8884184592b4cc85_1690287396.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90",لنوو,"[LT,لپ تاپ و الترابوک]",850000000,موجود در انبار فروشنده,Core i7,16 گیگابایت,NVIDIA,یک ترابایت,QHD|2560x1600,2.25 کیلوگرم,363.4x260.35x26.75 میلی‌متر ,"NVIDIA GeForce RTX 4060 8GB GDDR6, Boost Clock 2370MHz, TGP 140W ", آداپتور (شارژر) به همراه کابل برق، دفترچه راهنما  ,عالی بی نظیر
75,12624840,لپ تاپ 15.6 اینچی لنوو مدل V15 G4 - R3 8GB 512SSD - کاستوم شده,Lenovo V15 G4 - R3 8GB 512SSD 15.6 Inch Laptop - Customized ,"https://dkstatics-public.digikala.com/digikala-products/e6fce029b8c6f1ab042c8c701b035d282b169e96_1694247727.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90",لنوو,"[LT,لپ تاپ و الترابوک]",158000000,موجود در انبار دیجی‌کالا,Ryzen 3,8 گیگابایت,AMD,512 گیگابایت,1080 × 1920 پیکسل - Full HD,1.65 کیلوگرم,19.9 × 235.8 × 359.2 میلی‌متر ,TN ,"دفترچه راهنما, شارژر, کابل شارژر ",سرعتش خوبه و هنگی نداره فقط چون خامه و صفر کیلومتره نه شارژ داره و نه ویندوز خلاصه درایور هاشم باید از یه نرم افزار کمکی دانلود کنید کنید وگرنه حتی با نصب ویندوز ۱۱ بازم کلی امکاناتش بی استفاده س مثل وای فای
76,11040990,لپ تاپ 15.6 اینچی لنوو مدل IdeaPad 3 15ITL6-i7 8GB 512SSD MX450,Lenovo IdeaPad 3 15ITL6-i7 8GB 512SSD MX450 15.6 inch Laptop,"https://dkstatics-public.digikala.com/digikala-products/b546c2d7b6d3618ae820f3da86b975eea39c1517_1681132051.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90",لنوو,"[LT,لپ تاپ و الترابوک]",285000000,موجود در انبار فروشنده,Core i7,هشت گیگابایت,NVIDIA,512 گیگابایت,1080 × 1920 پیکسل - Full HD,1.65 کیلوگرم,19.9×236.5×359.2 میلی‌متر ,15.6 اینچ ,شارژر / دفترچه راهنما ,خوب
77,12529766,لپ تاپ 15.3 اینچی اپل مدل MacBook Air MQKV3 M2 2023,Apple MacBook Air MQKV3 M2 2023 15.3 Inch Laptop,"https://dkstatics-public.digikala.com/digikala-products/a64cc9e3fb22a3455be54e7af92173c8c6bd834b_1693316739.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90",اپل,"[LT,لپ تاپ و الترابوک]",801900000,موجود در انبار فروشنده و دیجی‌کالا,M2,هشت گیگابایت,Apple,512 گیگابایت,2880x1864,1.51  کیلوگرم,340.4x237.6x11.5 میلی‌‌متر ,"میزان روشنایی صفحه نمایش: 500 نیت / 
توانایی نمایش 1 میلیارد رنگ، پشتیبانی از Wide color (P3) و تکنولوژی True Tone ",شارژر / دارای کابل USB-C به MagSafe 3 ,نات اکتیو بود و پارت نامبر LLA . ممنون از دیجیکالا که امکان خرید امن رو توی این‌زمینه ها فراهم کرده
78,10376459,لپ تاپ 17.3 اینچی ایسوس مدل Vivobook K1703ZA-AU128-i7 12700H 16GB 1SSD ,Asus Vivobook K1703ZA-AU128-i7 12700H 16GB 1SSD 17.3 Inch Laptop,"https://dkstatics-public.digikala.com/digikala-products/47d034adfc9701c861f34d3b33d0c2b69027c692_1673085120.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90",ایسوس,"[LT,لپ تاپ و الترابوک]",415000000,موجود در انبار فروشنده و دیجی‌کالا,Core i7,16 گیگابایت,Intel,یک ترابایت,1080 × 1920 پیکسل - Full HD,2.1 کیلوگرم,393.3x215.3x19.8 میلی‌متر ,"16:9 aspect ratio
LED Backlit
60Hz refresh rate
250nits
45% NTSC color gamut
Screen-to-body ratio 86%
 ","شارژر و دفترچه راهنما
 ",یه ۱۷ اینچی زیبا و روون توی این محدوده قیمت ۱۷ اینچی یه ترا همینو دیدم واقعا حس خوبی میده کار کردن باهاش
79,12957922,لپ تاپ 15.6 اینچی لنوو مدل LOQ 15IRH8-i7 32GB 1SSD RTX4060 - کاستوم شده,Lenovo LOQ 15IRH8-i7 32GB 1SSD RTX4060 15.6 Inch Laptop - Customized,"https://dkstatics-public.digikala.com/digikala-products/951d4b27eec4923631c20acd227679d4a7f6110d_1697031471.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90",لنوو,"[LT,لپ تاپ و الترابوک]",694000000,موجود در انبار فروشنده و دیجی‌کالا,Core i7,32 گیگابایت,NVIDIA,یک ترابایت,1080 × 1920 پیکسل - Full HD,2.4 کیلوگرم,359.6x264.8x22.1 میلی‌متر ,هشت گیگابایت ,آداپتور 170 واتی / دفترچه راهنما ,لب تاب خوبیه فقط گرونه  
80,11195738,لپ تاپ 15.6 اینچی ایسوس مدل Vivobook 15 R1502ZA-EJ956-i3 12GB 512SSD - کاستوم شده,Asus Vivobook 15 R1502ZA-EJ956-i3 12GB 512SSD 15.6 Inch Laptop - Customized,"https://dkstatics-public.digikala.com/digikala-products/9cf1835b1e662a6669ecf7c3d32069b5b7607630_1682767085.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90",ایسوس,"[LT,لپ تاپ و الترابوک]",224100000,موجود در انبار فروشنده و دیجی‌کالا,Core i3,12 گیگابایت,Intel,512 گیگابایت,1080 × 1920 پیکسل - Full HD,1.7 کیلوگرم,19.9 × 232.5 × 359.7 میلی‌متر ,بدون حافظه‌ی گرافیکی مجزا ,"دفترچه راهنما / شارژر

 ",تو این بازه قیمت چیز خوبیه ولی میشه ryzn 5بگیرید ب نظر من قوی تره
81,11998069,لپ تاپ 15.6 اینچی اچ‌ پی مدل 15-FC0002NIA R5 8GB 512SSD,HP 15-FC0002NIA R5 8GB 512SSD 15.6 Inch Laptop,"https://dkstatics-public.digikala.com/digikala-products/e24bc1a08838234783bb7ca73f6618e20951c723_1689068779.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90",اچ‌ پی,"[LT,لپ تاپ و الترابوک]",219000000,موجود در انبار فروشنده,Ryzen 5,8 گیگابایت,AMD,512 گیگابایت,1080 × 1920 پیکسل - Full HD,1.59 کیلوگرم,18.6 × 236 × 359.8 میلی‌متر ,15.6 اینچ ,"دفترچه راهنما, شارژر, کابل شارژر

 ",بعد از یک هفته روی صفحه نمایشگر یک لکه ظاهر شده
82,10988064,لپ تاپ 15.6 اینچی لنوو مدل IdeaPad Gaming 3-15IAH7-i5 16GB 512SSD RTX3050,Lenovo IdeaPad Gaming 3-15IAH7-i5 16GB 512SSD RTX3050 15.6 inch laptop,"https://dkstatics-public.digikala.com/digikala-products/dca223f31b7643ac23ec3edf79c7c8a9194cc3c5_1680591088.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90",لنوو,"[LT,لپ تاپ و الترابوک]",389000000,موجود در انبار فروشنده,Core i5,16 گیگابایت,NVIDIA,512 گیگابایت,Full HD| 1920 x1080,2.31 کیلوگرم,551x85x349 میلی‌متر ,نوع حافظه: GDDR6 / توان: 85 وات / رابط حافظه 128 بیتی ,شارژر / دفترچه راهنما ,"بهترین لپ تاپ در محدوده قیمتی 40 میلیون هست
کیفیت بالایی داره الان یک هفته اس خریدم واقعا راضی هستم"
83,9221811,لپ تاپ 13.6 اینچی اپل مدل MacBook Air-B M2 2022-M2 8GB 256SSD 10Cores,Apple MacBook Air-B M2 2022-M2 8GB 256SSD 10Cores 13.6 inch laptop,"https://dkstatics-public.digikala.com/digikala-products/0453261f5778b624dae7dda88a414fe8fcf8d109_1671472045.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90",اپل,"[LT,لپ تاپ و الترابوک]",679900000,موجود در انبار فروشنده و دیجی‌کالا,M2,هشت گیگابایت,Apple,256 گیگابایت,2560x1664,1.24 کیلوگرم,11.3×215×304.1 میلی‌متر ,"224 پیکسل بر اینچ
پشتیبانی از HDR با Dolby Vision, HDR10 و HLG
میزان روشنایی: 500 نیت
تکنولوژی True Tone
پشتیبانی از 1 میلیارد رنگ
Wide color (P3) ",شارژر ,یه لپ تاپ فوق‌العاده ارگونومیک و شیک برای همه کارا
84,10659583,لپ تاپ 15.6 اینچی ایسوس مدل Vivobook R565EP-EJ696-i7 16GB 1SSD MX330,Asus Vivobook R565EP-EJ696-i7 16GB 1SSD MX330 15.6 Inch Laptop,"https://dkstatics-public.digikala.com/digikala-products/5f4bb0cab043f1719239bf0d354ff4d31944e856_1676201043.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90",ایسوس,"[LT,لپ تاپ و الترابوک]",390500000,موجود در انبار فروشنده و دیجی‌کالا,Core i7,16 گیگابایت,NVIDIA,یک ترابایت,1080 × 1920 پیکسل - Full HD,1.8 کیلوگرم,360.2×234.9×19.9 میلی‌متر ,دو گیگابایت ,"دفترچه راهنما / شارژر

 ",برای کارهای روز مره خوبه
85,10430928,لپ تاپ 15.6 اینچی لنوو مدل ThinkBook 15 G2 ITL-i7 16GB 512GB - کاستوم شده,Lenovo ThinkBook 15 G2 ITL-i7 16GB 512GB 15.6 inch Laptop - Customized,"https://dkstatics-public.digikala.com/digikala-products/1930d5e8b79936cda60d4713c7f299983f641ca9_1673678821.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/quality,q_90",لنوو,"[LT,لپ تاپ و الترابوک]",359990000,موجود در انبار فروشنده,Core i7,16 گیگابایت,NVIDIA,512 گیگابایت,1080 × 1920 پیکسل - Full HD,1.75 کیلوگرم,357×235×19 میلی‌متر ,15.6 اینچ ,"شارژر دفترچه راهنما و کیف 
 ",راضی بودم
